RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which of the following Star Wars films have you seen? Please select all that apply,Respondents who watched The Phantom Menace,Respondents who watched Attack of the Clones,Respondents who watched Revenge of the Sith,Respondents who watched A New Hope,Respondents who watched The Empire Strikes Back,Respondents who watched Return of the Jedi,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Rank_Star Wars: Episode I  The Phantom Menace,Rank_Star Wars: Episode II  Attack of the Clones,Rank_Star Wars: Episode III  Revenge of the Sith,Rank_Star Wars: Episode IV  A New Hope,Rank_Star Wars: Episode V The Empire Strikes Back,Rank_Star Wars: Episode VI Return of the Jedi,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Han Solo,Luke Skywalker,Princess Leia Organa,Anakin Skywalker,Obi Wan Kenobi,Emperor Palpatine,Darth Vader,Lando Calrissian,Boba Fett,C-3P0,R2 D2,Jar Jar Binks,Padme Amidala,Yoda,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),missing
3290854802,1,1,6,1,2,3,4,5,6,,6,5,4,3,1,2,,6,5,5,3,5,6,6,5,6,6,6,2,3,6,2,1,1,0,0,2,1,2,6,0
3290853559,1,0,3,1,2,-1,-1,5,-1,,2,3,4,5,1,6,,5,5,6,4,4,1,3,1,3,5,5,4,1,4,2,0,-1,1,0,3,2,3,2,4
3290853267,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290852271,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,3,30
3290848617,1,1,6,1,2,3,4,5,6,,4,5,6,3,1,2,,6,6,5,5,6,4,3,4,3,4,4,2,4,6,3,0,-1,1,0,3,4,4,9,1
3290846848,1,1,6,1,2,3,4,5,6,,1,2,3,4,5,6,,6,6,6,5,6,4,4,5,5,5,5,5,4,6,2,0,-1,0,0,4,4,3,1,1
3290846769,1,0,2,-1,-1,3,-1,-1,6,,3,4,1,5,6,2,,6,6,6,5,6,3,3,1,4,6,6,4,6,6,3,0,-1,0,1,1,-1,4,5,6
3290846466,1,1,6,1,2,3,4,5,6,,1,6,5,2,4,3,,6,6,6,6,6,6,6,6,5,6,6,6,6,6,1,0,-1,1,0,3,2,4,7,1
3290845752,1,1,4,1,-1,-1,4,5,6,,4,5,6,1,2,3,,6,5,5,2,6,1,6,5,4,6,6,2,1,6,2,0,-1,0,0,2,3,4,4,3
3290845367,1,1,6,1,2,3,4,5,6,,5,4,6,1,3,2,,6,6,6,3,6,2,4,5,2,5,5,5,5,6,3,1,0,1,0,2,1,2,7,0
3290845046,1,1,6,1,2,3,4,5,6,,4,5,6,2,1,3,,6,6,6,3,6,3,2,6,4,6,6,6,5,6,2,0,-1,1,1,4,2,3,8,1
3290844577,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,3,30
3290841815,1,0,3,-1,-1,-1,4,5,6,,4,5,6,2,1,3,,6,6,6,5,5,1,2,4,1,6,6,1,1,6,3,0,-1,0,1,2,3,4,2,4
3290840905,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,4,3,1,30
3290836653,1,0,2,1,-1,-1,-1,5,-1,,2,3,4,5,1,6,,3,5,5,5,6,5,6,5,5,5,6,6,5,6,1,0,-1,0,1,1,3,4,9,5
3290834007,1,0,3,-1,-1,-1,4,5,6,,1,2,3,4,5,6,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,-1,1,-1,-1,-1,-1,-1,9
3290829888,1,0,3,-1,-1,-1,4,5,6,,6,4,5,1,2,3,,6,6,6,4,6,3,4,3,4,5,5,3,3,4,3,0,-1,1,0,3,4,4,7,4
3290828902,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,-1,5,7,31
3290824340,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,5,3,6,30
3290821620,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,5,5,5,1,5,1,3,4,1,6,6,2,1,5,3,0,-1,0,1,3,3,5,7,5
3290819415,1,0,5,1,2,3,-1,5,6,,3,5,4,6,1,2,,5,6,4,3,-1,1,6,1,1,5,6,1,1,5,3,0,-1,0,0,2,1,3,7,3
3290815080,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,4,3,30
3290812610,1,0,1,-1,-1,-1,-1,5,-1,,3,4,5,6,1,2,,5,6,6,3,6,1,2,1,1,6,6,1,1,6,1,0,-1,0,1,3,3,5,8,6
3290810177,1,1,4,-1,-1,3,4,5,6,,6,5,4,1,2,3,,6,6,6,2,6,4,5,3,3,5,5,1,6,6,2,0,-1,1,1,2,3,5,2,3
3290810023,1,0,6,1,2,3,4,5,6,,1,2,3,4,5,6,,1,1,1,1,1,1,1,1,1,5,5,5,1,6,3,0,-1,0,1,1,1,5,1,1
3290807769,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,1,30
3290806200,1,1,6,1,2,3,4,5,6,,4,5,6,3,1,2,,6,6,6,3,6,1,2,6,4,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
3290805125,1,0,6,1,2,3,4,5,6,,1,2,3,4,5,6,,6,6,6,6,6,6,3,1,1,6,6,6,6,6,3,0,-1,0,0,3,5,5,7,1
3290804128,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290804008,1,1,6,1,2,3,4,5,6,,4,2,3,5,6,1,,6,6,6,5,5,2,5,4,4,5,5,2,4,6,2,1,0,1,0,3,-1,4,4,1
3290799403,1,0,1,-1,-1,-1,4,-1,-1,,1,2,3,4,5,6,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,1,0,3,1,3,3,5
3290798641,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,2,3,4,30
3290798064,1,1,6,1,2,3,4,5,6,,4,3,1,6,5,2,,6,6,6,6,6,5,6,5,5,6,6,4,4,6,2,0,-1,1,0,3,3,5,7,1
3290796650,1,1,4,1,2,-1,-1,5,6,,2,4,5,6,3,1,,6,6,6,6,6,1,6,1,4,6,6,6,6,6,3,0,-1,1,1,3,-1,4,8,4
3290792507,1,1,6,1,2,3,4,5,6,,6,5,4,3,1,2,,5,5,5,4,6,6,5,6,5,5,5,4,5,5,2,0,-1,1,0,1,2,4,6,1
3290787286,1,1,6,1,2,3,4,5,6,,4,5,6,3,1,2,,6,6,6,5,6,2,3,4,1,5,6,1,6,6,2,0,-1,0,1,1,-1,1,6,2
3290785928,1,1,6,1,2,3,4,5,6,,3,1,2,6,5,4,,6,5,5,6,6,2,5,1,5,5,5,4,6,6,2,0,-1,0,0,1,1,4,6,1
3290782952,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,2,2,3,30
3290781544,1,1,6,1,2,3,4,5,6,,5,6,3,1,4,2,,6,6,5,5,5,3,5,4,3,6,5,4,4,5,2,0,-1,1,0,2,4,4,8,1
3290781284,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290781039,1,1,5,1,2,3,-1,5,6,,1,5,4,6,2,3,,5,5,5,5,6,4,5,5,4,5,6,5,4,5,1,0,-1,1,0,4,4,4,9,2
3290779524,1,1,3,1,-1,-1,-1,5,6,,3,4,5,6,2,1,,6,6,6,6,6,5,6,4,4,6,6,4,4,6,1,0,-1,1,1,3,2,4,9,4
3290779140,1,0,4,1,-1,3,-1,5,6,,2,3,4,5,6,1,,5,6,6,6,-1,4,6,4,4,4,6,6,6,6,2,0,-1,0,1,2,3,3,3,4
3290778828,1,0,2,1,-1,-1,-1,5,-1,,1,3,4,5,2,6,,5,5,5,5,5,4,4,4,4,4,5,4,4,5,3,0,-1,0,1,4,3,3,6,5
3290777129,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290773277,1,1,6,1,2,3,4,5,6,,6,4,5,2,1,3,,6,6,6,5,6,5,6,6,6,5,5,2,4,5,1,1,1,1,0,2,5,4,7,0
3290769012,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,3,9,30
3290767951,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290767535,1,0,2,-1,-1,-1,-1,5,6,,4,3,5,6,2,1,,5,5,2,6,1,1,6,1,3,3,1,1,1,-1,3,0,-1,0,0,3,5,5,1,6
3290765210,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,1,2,3,30
3290762924,1,0,1,-1,-1,-1,-1,5,-1,,2,3,4,5,1,6,,1,6,6,1,1,1,3,1,1,6,6,1,1,1,3,0,-1,0,1,3,3,3,8,6
3290761823,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,1,2,6,30
3290760722,1,1,3,-1,-1,-1,4,5,6,,4,5,6,1,2,3,,6,6,6,1,6,1,6,1,1,6,6,2,1,6,3,0,-1,1,1,3,-1,3,1,5
3290759512,1,1,3,-1,-1,3,-1,5,6,,5,4,3,6,1,2,,6,6,-1,-1,6,-1,6,6,-1,6,6,-1,-1,6,3,0,-1,1,1,4,2,3,2,10
3290758362,1,1,6,1,2,3,4,5,6,,5,3,6,4,2,1,,6,6,6,6,6,2,4,5,3,6,6,3,6,6,2,1,0,0,0,1,-1,3,3,1
3290757230,1,0,1,1,-1,-1,-1,-1,-1,,4,1,2,3,5,6,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,-1,0,1,1,2,2,6,6
3290756394,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,6,6,4,6,4,4,6,6,2,4,6,2,0,-1,0,1,3,2,4,3,1
3290755451,1,1,6,1,2,3,4,5,6,,4,5,6,3,1,2,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,-1,1,1,4,3,4,8,1
3290753390,1,0,5,1,2,3,-1,5,6,,5,3,4,6,2,1,,6,3,4,2,5,4,5,3,2,4,4,2,1,5,2,1,1,1,0,3,1,3,5,1
3290749764,1,1,6,1,2,3,4,5,6,,4,6,3,2,5,1,,6,4,5,5,6,4,6,4,4,6,6,3,5,6,2,1,1,1,0,3,5,5,3,0
3290749229,1,0,1,-1,-1,-1,-1,5,-1,,2,3,4,5,1,6,,6,6,6,6,6,1,6,1,1,6,6,1,1,6,3,0,-1,0,0,3,1,3,1,6
3290746853,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,6,5,-1,5,4,-1,4,6,3,5,5,3,3,4,2,1,1,1,1,3,1,4,7,6
3290744027,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290741994,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,3,6,3,4,4,6,5,6,4,2,6,1,1,1,1,0,2,-1,3,4,1
3290741405,1,1,6,1,2,3,4,5,6,,4,5,6,3,2,1,,6,6,6,5,6,5,5,4,4,5,5,6,6,6,1,0,-1,1,1,3,4,4,6,1
3290740448,1,1,6,1,2,3,4,5,6,,4,5,6,1,3,2,,6,6,6,6,6,2,2,4,3,5,6,2,6,6,3,0,-1,1,1,3,5,4,4,1
3290739967,1,1,6,1,2,3,4,5,6,,2,3,4,5,6,1,,6,6,6,5,6,6,5,6,6,6,6,6,6,6,2,1,0,0,1,3,-1,2,8,1
3290739235,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,5,5,5,1,5,1,2,1,1,5,5,4,1,5,3,0,-1,0,1,3,5,4,7,5
3290738262,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,2,2,2,30
3290737104,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,3,1,30
3290736072,1,1,6,1,2,3,4,5,6,,4,6,5,3,2,1,,6,6,4,6,6,4,4,6,5,6,6,3,4,6,1,1,1,0,0,3,5,4,6,0
3290734874,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,5,5,6,4,5,3,5,5,6,3,5,6,2,0,-1,0,0,1,2,4,9,1
3290733932,1,0,1,1,-1,-1,-1,-1,-1,,1,2,3,4,5,6,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0,-1,0,0,3,2,4,6,6
3290733316,1,1,5,1,2,3,-1,5,6,,2,3,4,5,1,6,,5,5,5,5,5,4,4,1,4,4,4,4,4,6,2,0,-1,1,1,3,2,4,1,2
3290732383,1,1,6,1,2,3,4,5,6,,6,5,4,3,1,2,,6,5,5,3,6,4,5,5,5,4,5,2,4,5,1,0,-1,0,0,2,3,2,4,1
3290727763,1,1,6,1,2,3,4,5,6,,6,5,1,4,3,2,,6,6,5,6,6,6,5,4,4,5,6,2,4,6,2,0,-1,0,0,2,4,5,1,1
3290726075,1,1,6,1,2,3,4,5,6,,4,5,6,3,1,2,,6,6,6,5,6,4,3,6,3,6,6,4,5,6,1,0,-1,1,1,4,3,3,5,1
3290719847,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290718359,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290717899,1,1,6,1,2,3,4,5,6,,4,5,3,6,1,2,,6,6,6,5,6,4,3,3,4,6,6,5,5,6,1,0,-1,1,0,3,5,4,1,1
3290717372,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,2,5,2,30
3290714941,1,0,6,1,2,3,4,5,6,,3,2,1,6,4,5,,5,5,5,6,6,3,4,4,4,5,6,5,6,6,2,0,-1,0,0,2,1,2,9,1
3290714484,1,1,5,1,2,3,-1,5,6,,4,3,5,6,1,2,,6,5,4,5,5,4,6,3,4,4,4,5,5,5,3,1,0,1,0,3,4,4,8,1
3290714430,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,3,9,30
3290714378,1,1,6,1,2,3,4,5,6,,3,4,5,1,2,6,,6,6,6,6,6,4,3,4,5,6,6,4,4,6,3,0,-1,1,1,4,3,5,4,1
3290712204,1,0,3,1,-1,-1,-1,5,6,,3,4,5,6,1,2,,6,6,6,6,6,4,6,4,4,5,5,4,4,6,1,0,-1,0,0,3,4,2,1,4
3290711898,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,9,30
3290711882,1,0,2,-1,2,3,-1,-1,-1,,6,3,5,4,1,2,,6,5,6,3,6,6,5,6,6,6,6,2,5,4,2,0,-1,1,1,1,-1,3,7,6
3290711757,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290711487,1,0,2,-1,-1,-1,-1,5,6,,3,4,5,6,1,2,,5,5,5,5,5,1,5,1,5,5,5,5,1,5,3,0,-1,0,0,2,4,4,1,5
3290711262,1,0,3,1,2,3,-1,-1,-1,,1,2,3,4,5,6,,3,2,2,2,2,3,5,-1,-1,2,2,-1,-1,2,3,1,0,0,1,3,3,3,8,7
3290708664,1,0,2,-1,-1,-1,-1,5,6,,1,2,3,4,5,6,,6,6,6,4,5,1,4,5,1,5,5,4,1,5,3,0,-1,0,1,4,1,4,7,5
3290707402,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290706716,1,0,4,1,-1,3,-1,5,6,,4,5,3,6,1,2,,6,5,5,5,6,5,6,5,6,6,6,5,5,6,3,0,-1,0,0,4,4,4,9,3
3290706611,1,0,2,1,-1,-1,-1,5,-1,,2,3,4,5,1,6,,5,5,5,5,5,4,5,1,4,5,5,5,5,5,3,0,-1,0,1,1,2,5,7,5
3290703210,1,0,5,1,2,-1,4,5,6,,2,4,6,3,5,1,,5,5,4,3,5,2,2,3,3,5,5,4,4,5,2,0,-1,0,0,2,2,4,4,2
3290701442,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290700285,1,1,6,1,2,3,4,5,6,,4,3,6,5,1,2,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
3290700214,1,0,1,1,-1,-1,-1,-1,-1,,1,2,3,4,5,6,,1,6,6,1,6,1,6,1,1,1,1,1,1,6,3,0,-1,0,1,4,2,3,4,6
3290700030,1,1,4,1,-1,-1,4,5,6,,4,5,3,2,6,1,,5,6,6,5,5,3,5,4,4,5,5,5,6,6,2,0,-1,1,0,2,1,3,7,3
3290699410,1,1,6,1,2,3,4,5,6,,4,6,3,5,1,2,,6,6,6,6,6,4,6,3,4,6,6,3,5,6,3,0,-1,0,1,3,-1,4,6,2
3290695784,1,1,6,1,2,3,4,5,6,,6,5,4,1,2,3,,6,6,6,2,6,2,2,5,3,6,6,2,3,6,1,0,-1,1,1,3,4,5,6,1
3290695316,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290694269,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,4,9,30
3290693095,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290692020,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,3,3,4,30
3290691758,1,1,6,1,2,3,4,5,6,,1,2,3,4,5,6,,1,6,6,6,6,1,6,1,6,6,6,6,6,6,3,1,0,0,0,1,1,5,9,0
3290689343,1,0,1,1,-1,-1,-1,-1,-1,,1,2,3,4,5,6,,6,6,6,6,6,6,2,2,2,6,6,4,2,6,1,0,-1,0,0,3,3,2,1,6
3290687981,1,1,6,1,2,3,4,5,6,,6,5,4,2,1,3,,6,5,6,3,6,3,5,4,4,6,5,1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
3290687830,1,1,6,1,2,3,4,5,6,,1,2,-1,4,5,3,,6,5,4,-1,6,3,6,4,6,6,6,6,5,6,2,0,-1,1,0,2,4,4,3,3
3290686887,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,5,4,6,30
3290686362,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,8,30
3290685885,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290684868,1,0,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,5,5,5,6,2,2,5,4,6,6,3,5,6,2,0,-1,0,0,2,3,5,4,1
3290684287,1,1,6,1,2,3,4,5,6,,4,5,6,1,2,3,,6,6,6,6,6,5,6,4,5,6,6,5,6,6,3,0,-1,0,1,3,4,5,1,1
3290681574,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290678952,1,0,1,-1,-1,-1,-1,-1,6,,3,4,5,6,2,1,,4,6,6,4,6,4,4,4,4,4,6,4,4,6,3,0,-1,0,0,2,4,5,9,6
3290678515,1,1,5,1,2,-1,4,5,6,,5,4,6,1,3,2,,6,6,6,4,6,3,6,5,5,6,6,5,3,6,2,0,-1,1,1,3,3,5,1,2
3290676695,1,1,1,-1,-1,-1,-1,5,-1,,4,5,3,6,1,2,,5,5,6,5,5,5,6,5,5,6,6,4,1,6,3,1,0,0,0,3,2,3,4,5
3290674534,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,2,3,31
3290667297,1,0,1,1,-1,-1,-1,-1,-1,,1,2,3,4,5,6,,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,-1,0,0,4,3,3,8,16
3290664543,1,0,4,1,-1,-1,4,5,6,,4,5,6,3,2,1,,6,5,6,5,5,4,5,4,4,6,6,5,5,6,3,0,-1,0,1,1,2,3,6,3
3290664463,1,1,4,1,-1,-1,4,5,6,,4,5,6,1,2,3,,6,6,6,5,6,4,-1,4,4,6,6,4,5,6,1,1,0,1,0,3,3,4,2,3
3290664069,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290662118,1,1,6,1,2,3,4,5,6,,6,4,5,2,1,3,,6,5,5,4,6,3,6,4,5,6,6,2,4,6,2,1,1,0,0,2,5,5,1,0
3290661650,1,1,6,1,2,3,4,5,6,,6,5,4,1,2,3,,6,5,5,2,6,6,6,6,4,5,5,2,3,5,2,1,0,1,0,1,5,4,3,0
3290661587,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290661135,1,1,6,1,2,3,4,5,6,,4,6,5,2,1,3,,6,6,6,5,6,3,5,5,5,5,6,3,5,6,1,1,0,0,0,2,3,4,4,0
3290659818,1,1,6,1,2,3,4,5,6,,6,5,4,3,1,2,,6,5,5,3,6,5,6,5,6,5,5,2,4,6,2,1,1,1,0,2,3,4,1,0
3290659314,1,1,3,-1,-1,-1,4,5,6,,4,5,6,3,1,2,,6,6,6,4,6,6,6,4,4,6,6,4,4,6,3,0,-1,1,0,2,1,5,7,4
3290655784,1,0,3,-1,-1,-1,4,5,6,,4,5,6,1,2,3,,5,5,5,4,5,4,5,5,4,5,5,4,4,5,3,0,-1,0,0,3,4,3,7,4
3290654597,1,1,6,1,2,3,4,5,6,,4,5,6,2,1,3,,6,6,6,6,6,6,6,6,6,6,6,2,5,6,2,0,-1,1,0,3,-1,5,1,2
3290652558,0,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,4,8,30
3290651085,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290650590,1,1,6,1,2,3,4,5,6,,6,5,4,3,1,2,,6,6,6,3,6,2,5,3,2,6,6,2,5,6,1,0,-1,0,1,1,-1,4,3,2
3290644326,1,-1,0,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36
3290640323,1,0,3,-1,-1,-1,4,5,6,,6,4,5,3,1,2,,6,6,3,1,6,1,6,5,5,3,6,2,1,6,1,0,-1,0,0,2,1,4,6,4
